CompanyName,MatchingName,SimilarityScore
SONY GROUP CORP,SOFTBANK GROUP CORP.,0.8
SOUTH 32 (AU),SOUTH32 LTD,0.6666666666666666
SOUTHERN COMPANY (THE),SOUTHERN COMPANY (THE) 2019 SER,0.8301886792452831
SOUTHWEST AIRLINES CO,SOUTHWEST AIRLINES CO,1.0
SPARK NEW ZEALAND,SPARK NEW ZEALAND LTD,0.8947368421052632
SPIRAX SARCO ENGINEERING,SPIRAX-SARCO ENGINEERING PLC,0.8846153846153846
SPLUNK,SPLUNK INC,0.75
SQUARE ENIX HOLDINGS CO,SQUARE ENIX HOLDINGS CO LTD,0.92
SS&C TECHNOLOGIES HLDGS,"SS&C TECHNOLOGIES HOLDINGS, INC.",0.8363636363636363
SSE,SAP SE,0.6666666666666666
ST JAMES'S PLACE,ST. JAMES'S PLACE PLC,0.8648648648648649
STANDARD CHARTERED,STANDARD CHARTERED PLC,0.9
STANLEY BLACK & DECKER,"STANLEY BLACK & DECKER, INC.",0.88
STARBUCKS CORP,STARBUCKS CORP/SH,0.9032258064516129
STATE STREET CORP,STATE STREET CORP,1.0
STEEL DYNAMICS,"STEEL DYNAMICS, INC.",0.8235294117647058
STELLANTIS,STELLA-JONES INC,0.6153846153846154
STERIS,STEMRIM,0.7692307692307693
STMICROELECTRONICS,STMICROELECTRONICS NV,0.9230769230769231
STOCKLAND,STOCKLAND,1.0
STORA ENSO R,STORA ENSO OYJ,0.8461538461538461
STRAUMANN HOLDING,STRAUMANN HOLDING AG,0.918918918918919
STRYKER CORP,STRYKER CORPORATION,0.7741935483870968
SUBARU CORPORATION,SUBARU CORPORATION,1.0
SUMCO,SUMCO CORP,0.6666666666666666
SUMITOMO CHEMICAL CO,SUMITOMO CHEMICAL CO LTD,0.9090909090909091
SUMITOMO CORP,SUMITOMO CORP,1.0
SUMITOMO ELECTRIC IND,"SUMITOMO ELECTRIC INDUSTRIES,LTD.",0.7777777777777778
SUMITOMO METAL MINING CO,"SUMITOMO METAL MINING CO.,LTD.",0.8888888888888888
SUMITOMO MITSUI FINL GRP,"SUMITOMO MITSUI FINANCIAL GROUP,INC.",0.8
SUMITOMO MITSUI TRUST,SUMITOMO MITSUI TRUST HOLDINGS INC,0.7636363636363637
SUMITOMO REALTY & DEV CO,"SUMITOMO REALTY & DEVELOPMENT CO.,LTD.",0.7741935483870968
SUN COMMUNITIES,SUN COMMUNITIES INC,0.8823529411764706
SUN HUNG KAI PROPERTIES,SUN HUNG KAI PROPERTIES LIMITED,0.8518518518518519
SUN LIFE FINANCIAL,SUN LIFE FINANCIAL INC,0.9
SUNCOR ENERGY,SUNCOR ENERGY INC.,0.8387096774193549
SUNCORP GROUP,SUNCORP GROUP LTD,0.8666666666666667
SUNTORY BEVERAGE & FOOD,SUNTORY BEVERAGE & FOOD LTD,0.92
SUZUKI MOTOR CORP,SUZUKI MOTOR CORP,1.0
SVB FINANCIAL GROUP,SVB FINANCIAL GROUP,1.0
SVENSKA HANDELSBK A,SVENSKA HANDELSBANKEN AB (PUBL),0.76
SWATCH GROUP INH,STARS GROUP INC,0.7096774193548387
SWATCH GROUP NAM,SWATCH GRP AG/ADR,0.7272727272727273
SWEDBANK,SWEDBANK AB,0.8421052631578947
SWEDISH ORPHAN BIOVITRUM,SWEDISH ORPHAN BIOVITRUM AB (PUBL),0.8275862068965517
SWIRE PACIFIC A,SWIRE PACIFIC LIMITED,0.7777777777777778
SWIRE PROPERTIES,SWIRE PROPERTIE/S ADR,0.8648648648648649
SWISS LIFE HOLDING,SWISS LIFE HOLDING AG,0.9230769230769231
SWISS PRIME SITE,SWISS PRIME SITE AG,0.9142857142857143
SWISS RE,SWISS RE AG,0.8421052631578947
SWISSCOM,SWISSCOM AG,0.8421052631578947
SYMRISE,SYMRISE AG,0.8235294117647058
SYNCHRONY FINANCIAL,SYNCHRONY FINANCIAL,1.0
SYNOPSYS,"SYNOPSYS, INC.",0.7272727272727273
SYSCO CORP,SUMCO CORP,0.8
SYSMEX CORP,SYSMEX CORP,1.0
T&D HOLDINGS,T&D HOLDINGS INC,0.8571428571428571
T-MOBILE US,T-MOBILE US INC,0.8461538461538461
TAISEI CORP,TAISEI CORP,1.0
TAKE-TWO INTERACTIVE SOF,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",0.8135593220338984
TAKEDA PHARMACEUTICAL,TAKEDA PHARMACEUTICAL CO LTD,0.8571428571428571
TARGA RESOURCES CORP,TARGA RESOURCES CORP,1.0
TARGET CORP,TARGET CORPORATION,0.7586206896551724
TAYLOR WIMPEY,TAYLOR WIMPEY PLC,0.8666666666666667
TC ENERGY CORPORATION,TC ENERGY CORPORATION,1.0
TDK CORP,TDK CORP,1.0
TE CONNECTIVITY,TE CONNECTIVITY LTD,0.8823529411764706
TECHTRONIC INDUSTRIES CO,TECHTRONIC INDUSTRIES CO. LTD.,0.8888888888888888
TECK RESOURCES B,TEXCHEM RESOURCES BHD,0.8108108108108109
TELE2 B,TELE2 AB (PUBL),0.6363636363636364
TELECOM ITALIA,TELECOM ITALIA SPA,0.875
TELEDYNE TECHNOLOGIES,TELEDYNE TECHNOLOGIES INCORPORATED,0.7636363636363637
TELEFLEX,TELEFLEX INCORPORATED,0.5517241379310345
TELEFONICA,TELEFONICA SA,0.8695652173913043
TELEFONICA DEUTSCHLAND,TELEFONICA DEUTSCHLAND HOLDING AG,0.8
TELENOR,TELENOR ASA,0.7777777777777778
TELEPERFORMANCE,TELEPERFORMANCE SE,0.9090909090909091
TELIA CO,TELARIA INC,0.7368421052631579
TELSTRA GROUP,THE STARS GROUP INC.,0.6666666666666666
TELUS CORP VTG,TELUS CORPORATION,0.7096774193548387
TEMENOS GROUP,TEMENOS AG,0.782608695652174
TENARIS (IT),TENARIS SA,0.7272727272727273
TERADYNE,"TERADYNE, INC.",0.7272727272727273
TERNA,TERNIUM SA,0.6666666666666666
TERUMO CORP,TERUMO CORP,1.0
TESCO,TESCO PLC,0.7142857142857143
TESLA,TESLA INC,0.7142857142857143
TEVA PHARMA IND ADR,TETRA BIO PHARMA INC,0.6666666666666666
TEXAS INSTRUMENTS,TEXAS INSTRUMENTS INCORPORATED,0.723404255319149
TEXAS PACIFIC LAND,TEXAS PACIFIC LAND TRUST,0.8571428571428571
TEXTRON,TEXTRON INC.,0.7368421052631579
TFI INTERNATIONAL,TFI INTERNATIONAL INC,0.8947368421052632
THALES,THALES SA,0.8
THE CIGNA GROUP,THE BLOCKCHAIN GROUP,0.7428571428571429
THE LOTTERY CORPORATION,THE ALLSTATE CORPORATION,0.851063829787234
THERMO FISHER SCIENTIFIC,THERMO FISHER SCIENTIFIC INC.,0.9056603773584906
THOMSON REUTERS CORP,THOMSON REUTERS CORP,1.0
TIS,TIS INC,0.6
TJX COMPANIES,TJX COMPANIES INC,0.8666666666666667
TMX GROUP (NEW),TMX GROUP LTD,0.7142857142857143
TOAST A,TOYA SA,0.7142857142857143
TOBU RAILWAY CO,TOBU RAILWAY CO LTD,0.8823529411764706
TOHO CO,TORO CO,0.8571428571428571
TOKIO MARINE HOLDINGS,TOKIO MARINE HOLDINGS INC,0.9130434782608695
TOKYO ELECTRIC POWER CO,TOKYO ELECTRIC POWER COMPANY HOLDING INC,0.7301587301587301
TOKYO ELECTRON,TOKYO ELECTRON LTD,0.875
TOKYO GAS CO,TOKYO GAS CO LTD,0.8571428571428571
TOKYU CORP,TOKYU CORP,1.0
TOPPAN,"TOBA,INC.",0.5333333333333333
TORAY INDUSTRIES,TORAY INDUSTRIES INC,0.8888888888888888
TORO CO,TORO CO,1.0
TOROMONT INDUSTRIES,TOROMONT INDUSTRIES LTD,0.9047619047619048
TORONTO-DOMINION BANK,TORONTO-DOMINION BANK,1.0
TOSHIBA CORP,TOSHIBA CORP,1.0
TOSOH CORP,TS CORP,0.8235294117647058
TOTALENERGIES,TOTAL ENERGY SERVICES INC,0.6842105263157895
TOTO,TOTO LTD,0.6666666666666666
TOURMALINE OIL CORP,TOURMALINE OIL CORP,1.0
TOWER SEMICONDUCTOR,TOWER SEMICONDUCTOR LTD.,0.8837209302325582
TOYOTA INDUSTRIES CORP,TOYOTA INDUSTRIES CORPORATION,0.8627450980392157
TOYOTA MOTOR CORP,TOYOTA MOTOR CORP,1.0
TOYOTA TSUSHO,TOYOTA TSUSHO CORP,0.8387096774193549
TRACTOR SUPPLY CO,TRACTOR SUPPLY COMPANY,0.8717948717948718
TRADE DESK A,"THE TRADE DESK, INC.",0.6875
TRADEWEB MARKETS A,TRADEWEB MARKETS INC.,0.8717948717948718
TRANE TECHNOLOGIES,TRANSENSE TECHNOLOGIES PLC,0.8181818181818182
TRANSDIGM GROUP INC,"TRANSMEDICS GROUP, INC.",0.8095238095238095
TRANSUNION,TRANSUNION,1.0
TRANSURBAN GROUP,TRANSURBAN GROUP,1.0
TRAVELERS COS (THE),TRAVELERS CO CEDEAR,0.7368421052631579
TREASURY WINE ESTATES,TREASURY WINE ESTATES LTD,0.9130434782608695
TREND MICRO,TREVENA INC,0.6363636363636364
TRIMBLE,TRIMBLE INC,0.7777777777777778
TRUIST FINANCIAL CORP,TRUIST FINANCIAL CORPORATION,0.8571428571428571
TRYG,TRYG A/S,0.6666666666666666
TWILIO A,TWILIO INC.,0.7368421052631579
TYLER TECHNOLOGIES,"TYLER TECHNOLOGIES, INC.",0.8571428571428571
TYSON FOODS A,"TYSON FOODS, INC.",0.8
U-HAUL HOLDING NV,U-BLOX HOLDING AG,0.7058823529411765
UBER TECHNOLOGIES,"UBER TECHNOLOGIES, INC.",0.85
UBS GROUP,UBS GROUP AG,0.8571428571428571
UCB (GROUPE),UBS GROUP AG,0.6666666666666666
UDR,"UDR, INC.",0.5
UGI CORP,UGI CORP,1.0
ULTA BEAUTY,ULTA BEAUTY INC,0.8461538461538461
UMICORE,UMICORE SA,0.8235294117647058
UNI-CHARM CORP,UNICHARM CORP,0.9629629629629629
UNIBAIL-RODAMCO-WE,UNICHARM CORP,0.5161290322580645
UNICREDIT,UNICREDIT SPA,0.8181818181818182
UNILEVER PLC (GB),UNILEVER PLC,0.8275862068965517
UNION PACIFIC CORP,UNION PACIFIC CORPORATION,0.8372093023255814
UNITED INTERNET,UNITED INTERNET AG,0.9090909090909091
UNITED OVERSEAS BANK,UNITED OVERSEAS BANK LTD,0.9090909090909091
UNITED OVERSEAS LAND,UNITED OVERSEAS BANK LTD,0.8636363636363636
UNITED PARCEL SERVICE B,"UNITED PARCEL SERVICE, INC.",0.88
UNITED RENTALS,"UNITED RENTALS, INC.",0.8235294117647058
UNITED THERAPEUTICS CORP,UNITED THERAPEUTICS CORPORATION,0.8727272727272727
UNITED UTILITIES GROUP,UNITED UTILITIES GROUP PLC,0.9166666666666666
UNITEDHEALTH GROUP,UNITEDHEALTH GROUP INC,0.9
UNITY SOFTWARE,UNITY SOFTWARE INC.,0.8484848484848485
UNIVERSAL HEALTH SVCS B,"UNIVERSAL HEALTH SERVICES, INC.",0.8148148148148148
UNIVERSAL MUSIC GROUP,UNIVERSAL SYSTEM GROUP,0.7906976744186046
UPM-KYMMENE,UPM-KYMMENE OYJ,0.8461538461538461
US BANCORP,U.S. BANCORP,0.9090909090909091
USS CO,USI CORP,0.7142857142857143
VAIL RESORTS,"VAIL RESORTS, INC.",0.8
VALEO,VALEO SA,0.7692307692307693
VALERO ENERGY CORP,VALERO ENERGY CORPORATION,0.8372093023255814
VAT GROUP,VAT GROUP AG,0.8571428571428571
VEEVA SYSTEMS A,VEEVA SYSTEMS INC,0.875
VENTAS,"VENTAS, INC.",0.6666666666666666
VENTURE CORP,VERICEL CORP,0.75
VEOLIA ENVIRONNEMENT,VEOLIA ENVIRONNEMENT SA,0.9302325581395349
VERBUND A,VERBUND AG,0.9473684210526315
VERISIGN,"VERISIGN, INC.",0.7272727272727273
VERISK ANALYTICS A,"VERISK ANALYTICS, INC.",0.85
VERIZON COMMUNICATIONS,VERIZON COMMUNICATIONS INC.,0.8979591836734694
VERTEX PHARMACEUTICALS,VELOXIS PHARMACEUTICALS A/S,0.7755102040816326
VESTAS WIND SYSTEMS,VESTAS WIND SYSTEMS A/S,0.9047619047619048
VF CORP,VIAD CORP,0.75
VIATRIS,VICAT SA,0.6666666666666666
VICI PROPERTIES,VICI PROPERTIES INC.,0.8571428571428571
VICINITY CENTRES,VICINITY CENTRES,1.0
VINCI,VINCI SA,0.7692307692307693
VISA A,VISA INC,0.7142857142857143
VISTRA ENERGY,VISTRA ENERGY CORP.,0.8125
VIVENDI,VIVENDI SA,0.8235294117647058
VMWARE A,"VMWARE, INC.",0.7
VODAFONE GROUP,VODAFONE GROUP PLC,0.875
VOESTALPINE,VOESTALPINE AG,0.88
VOLKSWAGEN STAMM,VOLKSWAGEN AG,0.8275862068965517
VOLKSWAGEN VORZUG,VOLKSWAGEN AG,0.8
VOLVO A,VOSSLOH AG,0.7058823529411765
VOLVO B,VOLATI AB,0.625
VOLVO CAR B,VOLVO AB CLASS B,0.7407407407407407
VONOVIA,VONOVIA SE,0.8235294117647058
VULCAN MATERIALS CO,VULCAN MATERIALS COMPANY,0.8837209302325582
WABTEC CORP,WABTEC CORPORATION,0.7586206896551724
WALGREENS BOOTS ALLIANCE,WALGREENS BOOTS ALLIANCE INC,0.9230769230769231
WALMART,WALMART INC,0.7777777777777778
WAREHOUSES DE PAUW,WAREHOUSES DE PAUW COMM VA,0.8181818181818182
WARNER BROS DISCOVERY,WARNER MUSIC GROUP CORP.,0.5777777777777777
WARTSILA B,WARTSILA OYJ ABP,0.7692307692307693
WASTE CONNECTIONS,WASTE CONNECTIONS INC,0.8947368421052632
WASTE MANAGEMENT,"WASTE MANAGEMENT, INC.",0.8421052631578947
WATERS CORP,WATERS CORPORATION,0.7586206896551724
WEBSTER FINANCIAL CORP,WEBSTER FINANCIAL CORPORATION,0.8627450980392157
WEC ENERGY GROUP,WEC ENERGY GROUP INC,0.8888888888888888
WELCIA HOLDINGS CO,"WELCIA HOLDINGS CO.,LTD.",0.8571428571428571
WELLS FARGO & CO,WELLS FARGO & CO,1.0
WELLTOWER INC,WELLTOWER INC,1.0
WENDEL,WENDEL,1.0
WESFARMERS,WESFARMERS LTD,0.8333333333333334
WEST FRASER TIMBER,WEST FRASER TIMBER CO. LTD.,0.8
WEST JAPAN RAILWAY CO,WEST JAPAN RAILWAY COMPANY,0.8936170212765957
WEST PHARMACEUTICAL SVCS,WEST PHARMACEUTICAL SERVICES INC.,0.8421052631578947
WESTERN DIGITAL,WESTERN DIGITAL CORP,0.8571428571428571
WESTLAKE CORPORATION,WESTLAKE CHEMICAL CORPORATION,0.8163265306122449
WESTON (GEORGE),WESTMOUNT ENERGY LIMITED,0.5641025641025641
WESTPAC BANKING,WESTPAC BANKING CORP,0.8571428571428571
WESTROCK COMPANY,WESTROCK COMPANY,1.0
WEYERHAEUSER CO,WEYERHAEUSER CO,1.0
WH GROUP,WH GROUP LTD,0.8
WHARF REAL ESTATE INV,WHARF REAL ESTATE INVESTMENT COMPANY LTD,0.6885245901639344
WHEATON PRECIOUS METALS,WHEATON PRECIOUS METALS CORP,0.9019607843137255
WHIRLPOOL CORP,WHIRLPOOL CORPORATION,0.8
WHITBREAD,WHITBREAD PLC,0.8181818181818182
WILLIAMS COS,WILLIAMS COMPANIES INC,0.7058823529411765
WILLIS TOWERS WATSON,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,0.6349206349206349
WILMAR INTERNATIONAL,WILMAR INTERNATIONAL LIMITED,0.8333333333333334
WISETECH GLOBAL,WISETECH GLOBAL LTD,0.8823529411764706
WIX.COM,WIX.COM LTD,0.7777777777777778
WOLFSPEED,WORLDSEC LIMITED,0.56
WOLTERS KLUWER,WOLTERS KLUWER,1.0
WOODSIDE ENERGY GROUP,WEC ENERGY GROUP INC,0.7317073170731707
WOOLWORTHS GROUP,WOOLWORTHS GROUP LTD,0.8888888888888888
WORKDAY A,WORKDAY INC,0.8
WORLDLINE,WORLDLINE SA,0.8571428571428571
WP CAREY,WP CAREY INC,0.8
WPP,WPP PLC,0.6
WSP GLOBAL,WSP GLOBAL INC,0.8333333333333334
WYNN RESORTS,"WYNN RESORTS, LIMITED",0.7272727272727273
XCEL ENERGY,XCEL ENERGY INC,0.8461538461538461
XERO (AU),XEROX CORP,0.5263157894736842
XINYI GLASS HOLDING CO,XINYI GLASS HOLDINGS LTD.,0.851063829787234
XYLEM,XYLEM INC,0.7142857142857143
YAKULT HONSHA CO,"YAKULT HONSHA CO.,LTD.",0.8421052631578947
YAMAHA CORP,YAMAHA CORP,1.0
YAMAHA MOTOR CO,"YAMAHA MOTOR CO.,LTD.",0.8333333333333334
YAMATO HOLDINGS CO,"YAMATO HOLDINGS CO.,LTD.",0.8571428571428571
YARA INTERNATIONAL,YARA INTERNATIONAL ASA,0.9
YASKAWA ELECTRIC CORP,YASKAWA ELECTRIC CORP,1.0
YOKOGAWA ELECTRIC CORP,YASKAWA ELECTRIC CORP,0.8837209302325582
YUM BRANDS,"YUM! BRANDS, INC.",0.7407407407407407
Z HOLDINGS CORP,ZICO HOLDINGS INC.,0.7272727272727273
ZALANDO,ZALANDO SE,0.8235294117647058
ZEBRA TECHNOLOGIES A,ZEBRA TECHNOLOGIES CORP.,0.8636363636363636
ZILLOW GROUP C,"ZILLOW GROUP, INC.",0.875
ZIMMER BIOMET HOLDINGS,ZIMMER BIOMET HOLDINGS INC,0.9166666666666666
ZOETIS A,ZOETIS INC,0.7777777777777778
ZOOM VIDEO COMM A,"ZOOM VIDEO COMMUNICATIONS, INC.",0.6666666666666666
ZOOMINFO TECH A,ZOOMINFO TECHNOLOGIES INC.,0.6829268292682927
ZOZO,"ZOZO,INC.",0.6153846153846154
ZSCALER,"ZSCALER, INC.",0.7
ZURICH INSURANCE GROUP,ZURICH INSURANCE GROUP AG,0.9361702127659575
